tas,Year, Month, Country,Month_Name,date
22.8072,1969,2,PRI,1-Feb,1969-02-01
24.2577,1969,3,PRI,1-Mar,1969-03-01
25.2573,1969,4,PRI,1-Apr,1969-04-01
26.1876,1969,5,PRI,1-May,1969-05-01
26.6949,1969,6,PRI,1-Jun,1969-06-01
26.1677,1969,7,PRI,1-Jul,1969-07-01
26.2222,1969,8,PRI,1-Aug,1969-08-01
26.323,1969,9,PRI,1-Sep,1969-09-01
26.1736,1969,10,PRI,1-Oct,1969-10-01
25.1482,1969,11,PRI,1-Nov,1969-11-01
24.355,1969,12,PRI,1-Dec,1969-12-01
23.3284,1970,1,PRI,1-Jan,1970-01-01
22.9138,1970,2,PRI,1-Feb,1970-02-01
23.7008,1970,3,PRI,1-Mar,1970-03-01
24.7626,1970,4,PRI,1-Apr,1970-04-01
25.2084,1970,5,PRI,1-May,1970-05-01
25.9128,1970,6,PRI,1-Jun,1970-06-01
26.2512,1970,7,PRI,1-Jul,1970-07-01
26.3963,1970,8,PRI,1-Aug,1970-08-01
26.3661,1970,9,PRI,1-Sep,1970-09-01
25.8792,1970,10,PRI,1-Oct,1970-10-01
25.0115,1970,11,PRI,1-Nov,1970-11-01
24.0165,1970,12,PRI,1-Dec,1970-12-01
23.3584,1971,1,PRI,1-Jan,1971-01-01
23.1203,1971,2,PRI,1-Feb,1971-02-01
24.0453,1971,3,PRI,1-Mar,1971-03-01
24.5611,1971,4,PRI,1-Apr,1971-04-01
25.3531,1971,5,PRI,1-May,1971-05-01
26.3177,1971,6,PRI,1-Jun,1971-06-01
26.2897,1971,7,PRI,1-Jul,1971-07-01
26.5549,1971,8,PRI,1-Aug,1971-08-01
26.7327,1971,9,PRI,1-Sep,1971-09-01
25.5897,1971,10,PRI,1-Oct,1971-10-01
25.1747,1971,11,PRI,1-Nov,1971-11-01
23.9356,1971,12,PRI,1-Dec,1971-12-01
23.1082,1972,1,PRI,1-Jan,1972-01-01
23.3071,1972,2,PRI,1-Feb,1972-02-01
23.876,1972,3,PRI,1-Mar,1972-03-01
24.8557,1972,4,PRI,1-Apr,1972-04-01
25.6371,1972,5,PRI,1-May,1972-05-01
26.6298,1972,6,PRI,1-Jun,1972-06-01
26.5936,1972,7,PRI,1-Jul,1972-07-01
26.6949,1972,8,PRI,1-Aug,1972-08-01
26.4128,1972,9,PRI,1-Sep,1972-09-01
26.169,1972,10,PRI,1-Oct,1972-10-01
25.5725,1972,11,PRI,1-Nov,1972-11-01
24.32,1972,12,PRI,1-Dec,1972-12-01
23.7368,1973,1,PRI,1-Jan,1973-01-01
23.3783,1973,2,PRI,1-Feb,1973-02-01
23.7976,1973,3,PRI,1-Mar,1973-03-01
24.6208,1973,4,PRI,1-Apr,1973-04-01
26.0092,1973,5,PRI,1-May,1973-05-01
26.493,1973,6,PRI,1-Jun,1973-06-01
26.6109,1973,7,PRI,1-Jul,1973-07-01
26.5698,1973,8,PRI,1-Aug,1973-08-01
26.4748,1973,9,PRI,1-Sep,1973-09-01
26.4903,1973,10,PRI,1-Oct,1973-10-01
25.2985,1973,11,PRI,1-Nov,1973-11-01
23.5735,1973,12,PRI,1-Dec,1973-12-01
23.1488,1974,1,PRI,1-Jan,1974-01-01
23.5943,1974,2,PRI,1-Feb,1974-02-01
24.0089,1974,3,PRI,1-Mar,1974-03-01
24.47,1974,4,PRI,1-Apr,1974-04-01
25.3355,1974,5,PRI,1-May,1974-05-01
26.4065,1974,6,PRI,1-Jun,1974-06-01
26.5304,1974,7,PRI,1-Jul,1974-07-01
26.7137,1974,8,PRI,1-Aug,1974-08-01
26.4533,1974,9,PRI,1-Sep,1974-09-01
26.0652,1974,10,PRI,1-Oct,1974-10-01
24.8023,1974,11,PRI,1-Nov,1974-11-01
23.9637,1974,12,PRI,1-Dec,1974-12-01
22.9915,1975,1,PRI,1-Jan,1975-01-01
23.285,1975,2,PRI,1-Feb,1975-02-01
23.8074,1975,3,PRI,1-Mar,1975-03-01
24.5561,1975,4,PRI,1-Apr,1975-04-01
25.2464,1975,5,PRI,1-May,1975-05-01
26.2959,1975,6,PRI,1-Jun,1975-06-01
26.3466,1975,7,PRI,1-Jul,1975-07-01
26.6056,1975,8,PRI,1-Aug,1975-08-01
26.1666,1975,9,PRI,1-Sep,1975-09-01
25.7099,1975,10,PRI,1-Oct,1975-10-01
24.871,1975,11,PRI,1-Nov,1975-11-01
23.365,1975,12,PRI,1-Dec,1975-12-01
22.4438,1976,1,PRI,1-Jan,1976-01-01
22.8288,1976,2,PRI,1-Feb,1976-02-01
22.9349,1976,3,PRI,1-Mar,1976-03-01
23.9049,1976,4,PRI,1-Apr,1976-04-01
25.0284,1976,5,PRI,1-May,1976-05-01
25.8134,1976,6,PRI,1-Jun,1976-06-01
26.4555,1976,7,PRI,1-Jul,1976-07-01
26.7738,1976,8,PRI,1-Aug,1976-08-01
26.6237,1976,9,PRI,1-Sep,1976-09-01
26.2188,1976,10,PRI,1-Oct,1976-10-01
25.6761,1976,11,PRI,1-Nov,1976-11-01
24.0524,1976,12,PRI,1-Dec,1976-12-01
23.1346,1977,1,PRI,1-Jan,1977-01-01
23.606,1977,2,PRI,1-Feb,1977-02-01
23.9079,1977,3,PRI,1-Mar,1977-03-01
24.8277,1977,4,PRI,1-Apr,1977-04-01
25.4146,1977,5,PRI,1-May,1977-05-01
25.9867,1977,6,PRI,1-Jun,1977-06-01
25.5354,1977,7,PRI,1-Jul,1977-07-01
25.7778,1977,8,PRI,1-Aug,1977-08-01
25.8248,1977,9,PRI,1-Sep,1977-09-01
25.8989,1977,10,PRI,1-Oct,1977-10-01
25.1487,1977,11,PRI,1-Nov,1977-11-01
24.5591,1977,12,PRI,1-Dec,1977-12-01
23.5411,1978,1,PRI,1-Jan,1978-01-01
24.0074,1978,2,PRI,1-Feb,1978-02-01
24.4988,1978,3,PRI,1-Mar,1978-03-01
24.8202,1978,4,PRI,1-Apr,1978-04-01
25.459,1978,5,PRI,1-May,1978-05-01
26.116,1978,6,PRI,1-Jun,1978-06-01
26.3652,1978,7,PRI,1-Jul,1978-07-01
26.5517,1978,8,PRI,1-Aug,1978-08-01
26.7637,1978,9,PRI,1-Sep,1978-09-01
26.0816,1978,10,PRI,1-Oct,1978-10-01
25.7108,1978,11,PRI,1-Nov,1978-11-01
24.4597,1978,12,PRI,1-Dec,1978-12-01
22.5286,1979,1,PRI,1-Jan,1979-01-01
23.8101,1979,2,PRI,1-Feb,1979-02-01
23.4389,1979,3,PRI,1-Mar,1979-03-01
24.4226,1979,4,PRI,1-Apr,1979-04-01
25.34,1979,5,PRI,1-May,1979-05-01
26.6133,1979,6,PRI,1-Jun,1979-06-01
26.5736,1979,7,PRI,1-Jul,1979-07-01
26.5397,1979,8,PRI,1-Aug,1979-08-01
26.0112,1979,9,PRI,1-Sep,1979-09-01
26.353,1979,10,PRI,1-Oct,1979-10-01
25.2927,1979,11,PRI,1-Nov,1979-11-01
23.9748,1979,12,PRI,1-Dec,1979-12-01
23.4785,1980,1,PRI,1-Jan,1980-01-01
23.7526,1980,2,PRI,1-Feb,1980-02-01
24.1548,1980,3,PRI,1-Mar,1980-03-01
25.0988,1980,4,PRI,1-Apr,1980-04-01
26.6103,1980,5,PRI,1-May,1980-05-01
27.2876,1980,6,PRI,1-Jun,1980-06-01
27.3768,1980,7,PRI,1-Jul,1980-07-01
27.4783,1980,8,PRI,1-Aug,1980-08-01
27.2318,1980,9,PRI,1-Sep,1980-09-01
26.8828,1980,10,PRI,1-Oct,1980-10-01
25.9672,1980,11,PRI,1-Nov,1980-11-01
25.0126,1980,12,PRI,1-Dec,1980-12-01
24.2589,1981,1,PRI,1-Jan,1981-01-01
24.0681,1981,2,PRI,1-Feb,1981-02-01
24.8339,1981,3,PRI,1-Mar,1981-03-01
24.7946,1981,4,PRI,1-Apr,1981-04-01
26.2834,1981,5,PRI,1-May,1981-05-01
26.6643,1981,6,PRI,1-Jun,1981-06-01
27.1083,1981,7,PRI,1-Jul,1981-07-01
26.9026,1981,8,PRI,1-Aug,1981-08-01
26.9563,1981,9,PRI,1-Sep,1981-09-01
26.3333,1981,10,PRI,1-Oct,1981-10-01
25.7017,1981,11,PRI,1-Nov,1981-11-01
24.1652,1981,12,PRI,1-Dec,1981-12-01
23.5907,1982,1,PRI,1-Jan,1982-01-01
23.361,1982,2,PRI,1-Feb,1982-02-01
23.6668,1982,3,PRI,1-Mar,1982-03-01
24.8348,1982,4,PRI,1-Apr,1982-04-01
25.0861,1982,5,PRI,1-May,1982-05-01
26.2445,1982,6,PRI,1-Jun,1982-06-01
26.3837,1982,7,PRI,1-Jul,1982-07-01
27.0727,1982,8,PRI,1-Aug,1982-08-01
26.967,1982,9,PRI,1-Sep,1982-09-01
26.4749,1982,10,PRI,1-Oct,1982-10-01
24.9524,1982,11,PRI,1-Nov,1982-11-01
23.5826,1982,12,PRI,1-Dec,1982-12-01
23.6267,1983,1,PRI,1-Jan,1983-01-01
24.4109,1983,2,PRI,1-Feb,1983-02-01
25.4878,1983,3,PRI,1-Mar,1983-03-01
25.3943,1983,4,PRI,1-Apr,1983-04-01
26.1923,1983,5,PRI,1-May,1983-05-01
27.4009,1983,6,PRI,1-Jun,1983-06-01
26.9169,1983,7,PRI,1-Jul,1983-07-01
27.0019,1983,8,PRI,1-Aug,1983-08-01
27.1607,1983,9,PRI,1-Sep,1983-09-01
26.7462,1983,10,PRI,1-Oct,1983-10-01
25.5541,1983,11,PRI,1-Nov,1983-11-01
24.677,1983,12,PRI,1-Dec,1983-12-01
23.4995,1984,1,PRI,1-Jan,1984-01-01
23.5222,1984,2,PRI,1-Feb,1984-02-01
24.5897,1984,3,PRI,1-Mar,1984-03-01
25.5861,1984,4,PRI,1-Apr,1984-04-01
25.4261,1984,5,PRI,1-May,1984-05-01
25.9264,1984,6,PRI,1-Jun,1984-06-01
26.0867,1984,7,PRI,1-Jul,1984-07-01
26.3936,1984,8,PRI,1-Aug,1984-08-01
26.0962,1984,9,PRI,1-Sep,1984-09-01
25.4934,1984,10,PRI,1-Oct,1984-10-01
24.312,1984,11,PRI,1-Nov,1984-11-01
23.4942,1984,12,PRI,1-Dec,1984-12-01
22.629,1985,1,PRI,1-Jan,1985-01-01
23.3263,1985,2,PRI,1-Feb,1985-02-01
23.2003,1985,3,PRI,1-Mar,1985-03-01
24.0287,1985,4,PRI,1-Apr,1985-04-01
25.2908,1985,5,PRI,1-May,1985-05-01
26.569,1985,6,PRI,1-Jun,1985-06-01
26.7415,1985,7,PRI,1-Jul,1985-07-01
26.8769,1985,8,PRI,1-Aug,1985-08-01
26.1085,1985,9,PRI,1-Sep,1985-09-01
24.9236,1985,10,PRI,1-Oct,1985-10-01
24.6767,1985,11,PRI,1-Nov,1985-11-01
23.2946,1985,12,PRI,1-Dec,1985-12-01
22.3318,1986,1,PRI,1-Jan,1986-01-01
22.7215,1986,2,PRI,1-Feb,1986-02-01
23.5566,1986,3,PRI,1-Mar,1986-03-01
24.4356,1986,4,PRI,1-Apr,1986-04-01
24.6491,1986,5,PRI,1-May,1986-05-01
25.9756,1986,6,PRI,1-Jun,1986-06-01
26.2028,1986,7,PRI,1-Jul,1986-07-01
26.4458,1986,8,PRI,1-Aug,1986-08-01
26.5605,1986,9,PRI,1-Sep,1986-09-01
25.8555,1986,10,PRI,1-Oct,1986-10-01
24.8726,1986,11,PRI,1-Nov,1986-11-01
23.794,1986,12,PRI,1-Dec,1986-12-01
22.8793,1987,1,PRI,1-Jan,1987-01-01
23.5448,1987,2,PRI,1-Feb,1987-02-01
23.8474,1987,3,PRI,1-Mar,1987-03-01
25.4412,1987,4,PRI,1-Apr,1987-04-01
25.8912,1987,5,PRI,1-May,1987-05-01
25.8911,1987,6,PRI,1-Jun,1987-06-01
26.4414,1987,7,PRI,1-Jul,1987-07-01
27.0627,1987,8,PRI,1-Aug,1987-08-01
27.0549,1987,9,PRI,1-Sep,1987-09-01
26.7204,1987,10,PRI,1-Oct,1987-10-01
25.6059,1987,11,PRI,1-Nov,1987-11-01
24.872,1987,12,PRI,1-Dec,1987-12-01
23.0724,1988,1,PRI,1-Jan,1988-01-01
23.295,1988,2,PRI,1-Feb,1988-02-01
23.6037,1988,3,PRI,1-Mar,1988-03-01
25,1988,4,PRI,1-Apr,1988-04-01
26.0951,1988,5,PRI,1-May,1988-05-01
27.1834,1988,6,PRI,1-Jun,1988-06-01
26.8185,1988,7,PRI,1-Jul,1988-07-01
26.6669,1988,8,PRI,1-Aug,1988-08-01
26.3057,1988,9,PRI,1-Sep,1988-09-01
25.9326,1988,10,PRI,1-Oct,1988-10-01
25.2097,1988,11,PRI,1-Nov,1988-11-01
23.2729,1988,12,PRI,1-Dec,1988-12-01
22.6699,1989,1,PRI,1-Jan,1989-01-01
22.7986,1989,2,PRI,1-Feb,1989-02-01
22.7596,1989,3,PRI,1-Mar,1989-03-01
24.1345,1989,4,PRI,1-Apr,1989-04-01
25.184,1989,5,PRI,1-May,1989-05-01
25.6463,1989,6,PRI,1-Jun,1989-06-01
25.9237,1989,7,PRI,1-Jul,1989-07-01
26.5617,1989,8,PRI,1-Aug,1989-08-01
26.2589,1989,9,PRI,1-Sep,1989-09-01
25.8319,1989,10,PRI,1-Oct,1989-10-01
25.3772,1989,11,PRI,1-Nov,1989-11-01
24.6245,1989,12,PRI,1-Dec,1989-12-01
23.4959,1990,1,PRI,1-Jan,1990-01-01
22.8787,1990,2,PRI,1-Feb,1990-02-01
22.9866,1990,3,PRI,1-Mar,1990-03-01
24.6234,1990,4,PRI,1-Apr,1990-04-01
25.9514,1990,5,PRI,1-May,1990-05-01
26.4489,1990,6,PRI,1-Jun,1990-06-01
26.3952,1990,7,PRI,1-Jul,1990-07-01
26.853,1990,8,PRI,1-Aug,1990-08-01
26.9898,1990,9,PRI,1-Sep,1990-09-01
26.0771,1990,10,PRI,1-Oct,1990-10-01
25.6933,1990,11,PRI,1-Nov,1990-11-01
23.8398,1990,12,PRI,1-Dec,1990-12-01
23.437,1991,1,PRI,1-Jan,1991-01-01
23.7145,1991,2,PRI,1-Feb,1991-02-01
24.1277,1991,3,PRI,1-Mar,1991-03-01
24.7219,1991,4,PRI,1-Apr,1991-04-01
25.6691,1991,5,PRI,1-May,1991-05-01
26.5665,1991,6,PRI,1-Jun,1991-06-01
26.6897,1991,7,PRI,1-Jul,1991-07-01
26.9765,1991,8,PRI,1-Aug,1991-08-01
26.7981,1991,9,PRI,1-Sep,1991-09-01
26.2359,1991,10,PRI,1-Oct,1991-10-01
25.1977,1991,11,PRI,1-Nov,1991-11-01
24.4357,1991,12,PRI,1-Dec,1991-12-01
23.1872,1992,1,PRI,1-Jan,1992-01-01
23.9778,1992,2,PRI,1-Feb,1992-02-01
24.2633,1992,3,PRI,1-Mar,1992-03-01
25.3306,1992,4,PRI,1-Apr,1992-04-01
25.4335,1992,5,PRI,1-May,1992-05-01
26.6469,1992,6,PRI,1-Jun,1992-06-01
26.663,1992,7,PRI,1-Jul,1992-07-01
26.7161,1992,8,PRI,1-Aug,1992-08-01
26.3915,1992,9,PRI,1-Sep,1992-09-01
26.9042,1992,10,PRI,1-Oct,1992-10-01
25.4489,1992,11,PRI,1-Nov,1992-11-01
24.5169,1992,12,PRI,1-Dec,1992-12-01
23.4685,1993,1,PRI,1-Jan,1993-01-01
23.8461,1993,2,PRI,1-Feb,1993-02-01
24.2549,1993,3,PRI,1-Mar,1993-03-01
25.1247,1993,4,PRI,1-Apr,1993-04-01
26.1226,1993,5,PRI,1-May,1993-05-01
26.694,1993,6,PRI,1-Jun,1993-06-01
26.4721,1993,7,PRI,1-Jul,1993-07-01
27.2402,1993,8,PRI,1-Aug,1993-08-01
26.5241,1993,9,PRI,1-Sep,1993-09-01
26.4305,1993,10,PRI,1-Oct,1993-10-01
25.533,1993,11,PRI,1-Nov,1993-11-01
24.4933,1993,12,PRI,1-Dec,1993-12-01
23.5529,1994,1,PRI,1-Jan,1994-01-01
23.7809,1994,2,PRI,1-Feb,1994-02-01
24.3831,1994,3,PRI,1-Mar,1994-03-01
24.8365,1994,4,PRI,1-Apr,1994-04-01
26.2823,1994,5,PRI,1-May,1994-05-01
26.5599,1994,6,PRI,1-Jun,1994-06-01
26.5795,1994,7,PRI,1-Jul,1994-07-01
27.0232,1994,8,PRI,1-Aug,1994-08-01
26.7758,1994,9,PRI,1-Sep,1994-09-01
26.4429,1994,10,PRI,1-Oct,1994-10-01
25.8293,1994,11,PRI,1-Nov,1994-11-01
24.7553,1994,12,PRI,1-Dec,1994-12-01
23.6757,1995,1,PRI,1-Jan,1995-01-01
24.0797,1995,2,PRI,1-Feb,1995-02-01
23.3938,1995,3,PRI,1-Mar,1995-03-01
25.2671,1995,4,PRI,1-Apr,1995-04-01
25.9001,1995,5,PRI,1-May,1995-05-01
26.6306,1995,6,PRI,1-Jun,1995-06-01
27.003,1995,7,PRI,1-Jul,1995-07-01
27.3909,1995,8,PRI,1-Aug,1995-08-01
27.418,1995,9,PRI,1-Sep,1995-09-01
26.1932,1995,10,PRI,1-Oct,1995-10-01
25.606,1995,11,PRI,1-Nov,1995-11-01
24.9334,1995,12,PRI,1-Dec,1995-12-01
23.7495,1996,1,PRI,1-Jan,1996-01-01
23.7091,1996,2,PRI,1-Feb,1996-02-01
24.3077,1996,3,PRI,1-Mar,1996-03-01
24.6359,1996,4,PRI,1-Apr,1996-04-01
25.2916,1996,5,PRI,1-May,1996-05-01
25.8792,1996,6,PRI,1-Jun,1996-06-01
26.49,1996,7,PRI,1-Jul,1996-07-01
26.5906,1996,8,PRI,1-Aug,1996-08-01
26.6125,1996,9,PRI,1-Sep,1996-09-01
26.1492,1996,10,PRI,1-Oct,1996-10-01
25.0998,1996,11,PRI,1-Nov,1996-11-01
23.0052,1996,12,PRI,1-Dec,1996-12-01
22.7289,1997,1,PRI,1-Jan,1997-01-01
22.5723,1997,2,PRI,1-Feb,1997-02-01
23.2684,1997,3,PRI,1-Mar,1997-03-01
24.7223,1997,4,PRI,1-Apr,1997-04-01
25.8739,1997,5,PRI,1-May,1997-05-01
26.8134,1997,6,PRI,1-Jun,1997-06-01
26.628,1997,7,PRI,1-Jul,1997-07-01
26.774,1997,8,PRI,1-Aug,1997-08-01
26.8761,1997,9,PRI,1-Sep,1997-09-01
26.1115,1997,10,PRI,1-Oct,1997-10-01
25.6687,1997,11,PRI,1-Nov,1997-11-01
24.9888,1997,12,PRI,1-Dec,1997-12-01
24.0849,1998,1,PRI,1-Jan,1998-01-01
23.9064,1998,2,PRI,1-Feb,1998-02-01
24.0759,1998,3,PRI,1-Mar,1998-03-01
24.6745,1998,4,PRI,1-Apr,1998-04-01
25.8339,1998,5,PRI,1-May,1998-05-01
26.6993,1998,6,PRI,1-Jun,1998-06-01
26.6384,1998,7,PRI,1-Jul,1998-07-01
27.3124,1998,8,PRI,1-Aug,1998-08-01
26.7194,1998,9,PRI,1-Sep,1998-09-01
26.3307,1998,10,PRI,1-Oct,1998-10-01
25.4525,1998,11,PRI,1-Nov,1998-11-01
24.585,1998,12,PRI,1-Dec,1998-12-01
23.2194,1999,1,PRI,1-Jan,1999-01-01
22.384,1999,2,PRI,1-Feb,1999-02-01
23.7016,1999,3,PRI,1-Mar,1999-03-01
24.61,1999,4,PRI,1-Apr,1999-04-01
26.1906,1999,5,PRI,1-May,1999-05-01
26.1908,1999,6,PRI,1-Jun,1999-06-01
26.1128,1999,7,PRI,1-Jul,1999-07-01
26.8437,1999,8,PRI,1-Aug,1999-08-01
26.7324,1999,9,PRI,1-Sep,1999-09-01
25.9505,1999,10,PRI,1-Oct,1999-10-01
25.096,1999,11,PRI,1-Nov,1999-11-01
23.4641,1999,12,PRI,1-Dec,1999-12-01
22.6,2000,1,PRI,1-Jan,2000-01-01
23.0689,2000,2,PRI,1-Feb,2000-02-01
23.0239,2000,3,PRI,1-Mar,2000-03-01
24.6236,2000,4,PRI,1-Apr,2000-04-01
25.3171,2000,5,PRI,1-May,2000-05-01
26.1094,2000,6,PRI,1-Jun,2000-06-01
26.6055,2000,7,PRI,1-Jul,2000-07-01
26.7763,2000,8,PRI,1-Aug,2000-08-01
26.2562,2000,9,PRI,1-Sep,2000-09-01
25.919,2000,10,PRI,1-Oct,2000-10-01
24.9303,2000,11,PRI,1-Nov,2000-11-01
24.1212,2000,12,PRI,1-Dec,2000-12-01
23.2919,2001,1,PRI,1-Jan,2001-01-01
23.2452,2001,2,PRI,1-Feb,2001-02-01
24.3677,2001,3,PRI,1-Mar,2001-03-01
24.9658,2001,4,PRI,1-Apr,2001-04-01
26.3351,2001,5,PRI,1-May,2001-05-01
26.4158,2001,6,PRI,1-Jun,2001-06-01
26.4989,2001,7,PRI,1-Jul,2001-07-01
26.9286,2001,8,PRI,1-Aug,2001-08-01
26.7338,2001,9,PRI,1-Sep,2001-09-01
26.1016,2001,10,PRI,1-Oct,2001-10-01
24.9771,2001,11,PRI,1-Nov,2001-11-01
24.2877,2001,12,PRI,1-Dec,2001-12-01
23.6744,2002,1,PRI,1-Jan,2002-01-01
23.5471,2002,2,PRI,1-Feb,2002-02-01
24.2695,2002,3,PRI,1-Mar,2002-03-01
24.4092,2002,4,PRI,1-Apr,2002-04-01
25.3693,2002,5,PRI,1-May,2002-05-01
26.4384,2002,6,PRI,1-Jun,2002-06-01
26.4621,2002,7,PRI,1-Jul,2002-07-01
26.7612,2002,8,PRI,1-Aug,2002-08-01
26.6263,2002,9,PRI,1-Sep,2002-09-01
26.042,2002,10,PRI,1-Oct,2002-10-01
25.6574,2002,11,PRI,1-Nov,2002-11-01
24.2237,2002,12,PRI,1-Dec,2002-12-01
23.608,2003,1,PRI,1-Jan,2003-01-01
23.7569,2003,2,PRI,1-Feb,2003-02-01
24.6506,2003,3,PRI,1-Mar,2003-03-01
24.6256,2003,4,PRI,1-Apr,2003-04-01
25.6923,2003,5,PRI,1-May,2003-05-01
26.0309,2003,6,PRI,1-Jun,2003-06-01
26.0967,2003,7,PRI,1-Jul,2003-07-01
26.3932,2003,8,PRI,1-Aug,2003-08-01
26.7801,2003,9,PRI,1-Sep,2003-09-01
26.0637,2003,10,PRI,1-Oct,2003-10-01
24.9585,2003,11,PRI,1-Nov,2003-11-01
24.0123,2003,12,PRI,1-Dec,2003-12-01
22.7341,2004,1,PRI,1-Jan,2004-01-01
23.2179,2004,2,PRI,1-Feb,2004-02-01
23.6361,2004,3,PRI,1-Mar,2004-03-01
24.2167,2004,4,PRI,1-Apr,2004-04-01
24.5461,2004,5,PRI,1-May,2004-05-01
26.3689,2004,6,PRI,1-Jun,2004-06-01
26.2422,2004,7,PRI,1-Jul,2004-07-01
27.1199,2004,8,PRI,1-Aug,2004-08-01
26.6341,2004,9,PRI,1-Sep,2004-09-01
25.9685,2004,10,PRI,1-Oct,2004-10-01
24.7159,2004,11,PRI,1-Nov,2004-11-01
24.1048,2004,12,PRI,1-Dec,2004-12-01
22.5855,2005,1,PRI,1-Jan,2005-01-01
22.1493,2005,2,PRI,1-Feb,2005-02-01
24.6365,2005,3,PRI,1-Mar,2005-03-01
25.5765,2005,4,PRI,1-Apr,2005-04-01
25.8709,2005,5,PRI,1-May,2005-05-01
26.8224,2005,6,PRI,1-Jun,2005-06-01
26.9146,2005,7,PRI,1-Jul,2005-07-01
26.9417,2005,8,PRI,1-Aug,2005-08-01
27.0688,2005,9,PRI,1-Sep,2005-09-01
25.841,2005,10,PRI,1-Oct,2005-10-01
25.1915,2005,11,PRI,1-Nov,2005-11-01
23.0275,2005,12,PRI,1-Dec,2005-12-01
22.2217,2006,1,PRI,1-Jan,2006-01-01
22.7916,2006,2,PRI,1-Feb,2006-02-01
24.0329,2006,3,PRI,1-Mar,2006-03-01
24.3844,2006,4,PRI,1-Apr,2006-04-01
26.0716,2006,5,PRI,1-May,2006-05-01
26.5967,2006,6,PRI,1-Jun,2006-06-01
26.1602,2006,7,PRI,1-Jul,2006-07-01
26.449,2006,8,PRI,1-Aug,2006-08-01
27.0464,2006,9,PRI,1-Sep,2006-09-01
26.5467,2006,10,PRI,1-Oct,2006-10-01
25.6807,2006,11,PRI,1-Nov,2006-11-01
24.275,2006,12,PRI,1-Dec,2006-12-01
23.1788,2007,1,PRI,1-Jan,2007-01-01
24.1757,2007,2,PRI,1-Feb,2007-02-01
24.6737,2007,3,PRI,1-Mar,2007-03-01
24.8302,2007,4,PRI,1-Apr,2007-04-01
26.513,2007,5,PRI,1-May,2007-05-01
26.9827,2007,6,PRI,1-Jun,2007-06-01
26.7767,2007,7,PRI,1-Jul,2007-07-01
26.7121,2007,8,PRI,1-Aug,2007-08-01
26.505,2007,9,PRI,1-Sep,2007-09-01
25.9298,2007,10,PRI,1-Oct,2007-10-01
24.8917,2007,11,PRI,1-Nov,2007-11-01
23.5952,2007,12,PRI,1-Dec,2007-12-01
22.648,2008,1,PRI,1-Jan,2008-01-01
23.079,2008,2,PRI,1-Feb,2008-02-01
23.5457,2008,3,PRI,1-Mar,2008-03-01
24.1589,2008,4,PRI,1-Apr,2008-04-01
25.651,2008,5,PRI,1-May,2008-05-01
26.2774,2008,6,PRI,1-Jun,2008-06-01
26.5817,2008,7,PRI,1-Jul,2008-07-01
27.1503,2008,8,PRI,1-Aug,2008-08-01
26.2687,2008,9,PRI,1-Sep,2008-09-01
25.6254,2008,10,PRI,1-Oct,2008-10-01
24.9102,2008,11,PRI,1-Nov,2008-11-01
23.732,2008,12,PRI,1-Dec,2008-12-01
23.649,2009,1,PRI,1-Jan,2009-01-01
23.3858,2009,2,PRI,1-Feb,2009-02-01
23.3655,2009,3,PRI,1-Mar,2009-03-01
24.5201,2009,4,PRI,1-Apr,2009-04-01
25.1128,2009,5,PRI,1-May,2009-05-01
26.5541,2009,6,PRI,1-Jun,2009-06-01
27.3476,2009,7,PRI,1-Jul,2009-07-01
27.3749,2009,8,PRI,1-Aug,2009-08-01
27.2093,2009,9,PRI,1-Sep,2009-09-01
27.1732,2009,10,PRI,1-Oct,2009-10-01
25.0496,2009,11,PRI,1-Nov,2009-11-01
25.0255,2009,12,PRI,1-Dec,2009-12-01
23.5496,2010,1,PRI,1-Jan,2010-01-01
24.7461,2010,2,PRI,1-Feb,2010-02-01
25.0532,2010,3,PRI,1-Mar,2010-03-01
25.2076,2010,4,PRI,1-Apr,2010-04-01
25.9485,2010,5,PRI,1-May,2010-05-01
26.3227,2010,6,PRI,1-Jun,2010-06-01
26.5156,2010,7,PRI,1-Jul,2010-07-01
27.3174,2010,8,PRI,1-Aug,2010-08-01
26.6669,2010,9,PRI,1-Sep,2010-09-01
26.0279,2010,10,PRI,1-Oct,2010-10-01
24.8185,2010,11,PRI,1-Nov,2010-11-01
23.2869,2010,12,PRI,1-Dec,2010-12-01
23.1101,2011,1,PRI,1-Jan,2011-01-01
23.5032,2011,2,PRI,1-Feb,2011-02-01
23.4535,2011,3,PRI,1-Mar,2011-03-01
24.4016,2011,4,PRI,1-Apr,2011-04-01
24.6568,2011,5,PRI,1-May,2011-05-01
26.0478,2011,6,PRI,1-Jun,2011-06-01
26.0199,2011,7,PRI,1-Jul,2011-07-01
26.5521,2011,8,PRI,1-Aug,2011-08-01
26.2336,2011,9,PRI,1-Sep,2011-09-01
25.9929,2011,10,PRI,1-Oct,2011-10-01
25.2455,2011,11,PRI,1-Nov,2011-11-01
23.9194,2011,12,PRI,1-Dec,2011-12-01
23.0831,2012,1,PRI,1-Jan,2012-01-01
23.6148,2012,2,PRI,1-Feb,2012-02-01
23.9847,2012,3,PRI,1-Mar,2012-03-01
25.0461,2012,4,PRI,1-Apr,2012-04-01
25.6011,2012,5,PRI,1-May,2012-05-01
27.7142,2012,6,PRI,1-Jun,2012-06-01
26.7742,2012,7,PRI,1-Jul,2012-07-01
26.9575,2012,8,PRI,1-Aug,2012-08-01
