tas,Year, Month, Country,Month_Name,date
27.5039,2012,9,PRI,1-Sep,2012-09-01
26.9116,2012,10,PRI,1-Oct,2012-10-01
26.142,2012,11,PRI,1-Nov,2012-11-01
24.5091,2012,12,PRI,1-Dec,2012-12-01
23.8021,2013,1,PRI,1-Jan,2013-01-01
23.9557,2013,2,PRI,1-Feb,2013-02-01
24.5777,2013,3,PRI,1-Mar,2013-03-01
25.1392,2013,4,PRI,1-Apr,2013-04-01
25.6631,2013,5,PRI,1-May,2013-05-01
25.8898,2013,6,PRI,1-Jun,2013-06-01
26.471,2013,7,PRI,1-Jul,2013-07-01
27.2356,2013,8,PRI,1-Aug,2013-08-01
27.2225,2013,9,PRI,1-Sep,2013-09-01
26.9557,2013,10,PRI,1-Oct,2013-10-01
25.1268,2013,11,PRI,1-Nov,2013-11-01
24.9125,2013,12,PRI,1-Dec,2013-12-01
24.6718,2014,1,PRI,1-Jan,2014-01-01
24.4544,2014,2,PRI,1-Feb,2014-02-01
24.7347,2014,3,PRI,1-Mar,2014-03-01
26.0737,2014,4,PRI,1-Apr,2014-04-01
25.479,2014,5,PRI,1-May,2014-05-01
27.4708,2014,6,PRI,1-Jun,2014-06-01
27.4347,2014,7,PRI,1-Jul,2014-07-01
26.7599,2014,8,PRI,1-Aug,2014-08-01
26.7644,2014,9,PRI,1-Sep,2014-09-01
27.1357,2014,10,PRI,1-Oct,2014-10-01
25.7113,2014,11,PRI,1-Nov,2014-11-01
24.6891,2014,12,PRI,1-Dec,2014-12-01
24.0166,2015,1,PRI,1-Jan,2015-01-01
24.3114,2015,2,PRI,1-Feb,2015-02-01
24.0965,2015,3,PRI,1-Mar,2015-03-01
25.6133,2015,4,PRI,1-Apr,2015-04-01
26.3512,2015,5,PRI,1-May,2015-05-01
26.9622,2015,6,PRI,1-Jun,2015-06-01
26.8254,2015,7,PRI,1-Jul,2015-07-01
26.9019,2015,8,PRI,1-Aug,2015-08-01
27.367,2015,9,PRI,1-Sep,2015-09-01
27.3938,2015,10,PRI,1-Oct,2015-10-01
25.7461,2015,11,PRI,1-Nov,2015-11-01
25.1217,2015,12,PRI,1-Dec,2015-12-01
